2018-02-22 17:26:36,320 [  39393]   INFO - ij.components.ComponentManager - com.intellij.openapi.components.impl.ServiceManagerImpl initialized in 24 ms 
2018-02-22 17:26:36,333 [  39406]   INFO - ij.components.ComponentManager - com.intellij.openapi.vcs.impl.FileStatusManagerImpl initialized in 12 ms 
2018-02-22 17:26:36,379 [  39452]   INFO - ij.components.ComponentManager - com.intellij.psi.impl.PsiManagerImpl initialized in 28 ms 
2018-02-22 17:26:36,391 [  39464]   INFO - ij.components.ComponentManager - com.intellij.psi.impl.PsiDocumentManagerImpl initialized in 11 ms 
2018-02-22 17:26:36,464 [  39537]   INFO - ij.components.ComponentManager - com.intellij.codeInsight.daemon.impl.DaemonCodeAnalyzerImpl initialized in 61 ms 
2018-02-22 17:26:36,496 [  39569]   INFO - ij.components.ComponentManager - com.intellij.compiler.CompilerConfigurationImpl initialized in 29 ms 
2018-02-22 17:26:36,569 [  39642]   INFO - ij.components.ComponentManager - com.intellij.openapi.vcs.impl.ProjectLevelVcsManagerImpl initialized in 72 ms 
2018-02-22 17:26:37,004 [  40077]   INFO - ij.components.ComponentManager - com.intellij.profile.codeInspection.ProjectInspectionProfileManager initialized in 435 ms 
2018-02-22 17:26:37,026 [  40099]   INFO - ij.components.ComponentManager - com.intellij.debugger.impl.DebuggerManagerImpl initialized in 19 ms 
2018-02-22 17:26:37,047 [  40120]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.codeInsight.completion.CompletionPreloader@58d61974 
2018-02-22 17:26:37,052 [  40125]   INFO - ij.components.ComponentManager - org.jetbrains.idea.maven.project.MavenProjectsManager initialized in 25 ms 
2018-02-22 17:26:37,061 [  40134]   INFO - ellij.project.impl.ProjectImpl - 20 project components initialized in 903 ms 
2018-02-22 17:27:09,017 [  72090]   INFO - ij.components.ComponentManager - com.intellij.openapi.components.impl.ServiceManagerImpl initialized in 13 ms 
2018-02-22 17:27:09,053 [  72126]   INFO - ij.components.ComponentManager - com.intellij.openapi.vfs.encoding.EncodingProjectManagerImpl initialized in 24 ms 
2018-02-22 17:27:09,113 [  72186]   INFO - ij.components.ComponentManager - com.intellij.openapi.wm.impl.ToolWindowManagerImpl initialized in 58 ms 
2018-02-22 17:27:09,162 [  72235]   INFO - ij.components.ComponentManager - com.intellij.openapi.module.impl.ModuleManagerComponent initialized in 35 ms 
2018-02-22 17:27:09,196 [  72269]   INFO - ij.components.ComponentManager - com.intellij.openapi.fileEditor.impl.PsiAwareFileEditorManagerImpl initialized in 33 ms 
2018-02-22 17:27:09,286 [  72359]   INFO - ij.components.ComponentManager - com.intellij.openapi.vcs.changes.ChangesViewManager initialized in 58 ms 
2018-02-22 17:27:09,381 [  72454]   INFO - ij.components.ComponentManager - com.intellij.openapi.vcs.changes.ChangeListManagerImpl initialized in 164 ms 
2018-02-22 17:27:09,382 [  72455]   INFO - ij.components.ComponentManager - com.intellij.openapi.vcs.changes.VcsDirtyScopeManagerImpl initialized in 165 ms 
2018-02-22 17:27:09,401 [  72474]   INFO - ij.components.ComponentManager - com.intellij.codeInsight.daemon.impl.DaemonListeners initialized in 199 ms 
2018-02-22 17:27:09,431 [  72504]   INFO - ij.components.ComponentManager - com.intellij.codeInsight.daemon.impl.GeneralHighlightingPassFactory initialized in 29 ms 
2018-02-22 17:27:09,451 [  72524]   INFO - ij.components.ComponentManager - com.intellij.codeInsight.navigation.CtrlMouseHandler initialized in 12 ms 
2018-02-22 17:27:09,527 [  72600]   INFO - ij.components.ComponentManager - com.intellij.openapi.vcs.changes.shelf.ShelvedChangesViewManager initialized in 20 ms 
2018-02-22 17:27:09,644 [  72717]   INFO - ij.components.ComponentManager - com.intellij.xdebugger.impl.XDebuggerManagerImpl initialized in 100 ms 
2018-02-22 17:27:09,687 [  72760]   INFO - ij.components.ComponentManager - com.intellij.execution.scratch.JavaScratchCompilationSupport initialized in 14 ms 
2018-02-22 17:27:09,825 [  72898]   INFO - ij.components.ComponentManager - com.intellij.remoteServer.util.importProject.CloudGitRemoteDetector initialized in 130 ms 
2018-02-22 17:27:09,852 [  72925]   INFO - ij.components.ComponentManager - com.intellij.tasks.impl.TaskManagerImpl initialized in 20 ms 
2018-02-22 17:27:10,128 [  73201]   INFO - ij.components.ComponentManager - com.intellij.uiDesigner.propertyInspector.DesignerToolWindowManager initialized in 275 ms 
2018-02-22 17:27:10,152 [  73225]   INFO - ij.components.ComponentManager - com.intellij.ide.palette.impl.PaletteToolWindowManager initialized in 24 ms 
2018-02-22 17:27:10,179 [  73252]   INFO - ij.components.ComponentManager - org.jetbrains.idea.maven.navigator.MavenProjectsNavigator initialized in 16 ms 
2018-02-22 17:27:10,260 [  73333]   INFO - ij.components.ComponentManager - com.android.tools.idea.gradle.project.AndroidGradleProjectComponent initialized in 70 ms 
2018-02-22 17:27:11,338 [  74411]   INFO - ij.components.ComponentManager - org.jetbrains.kotlin.android.facet.KotlinAndroidStartupManager initialized in 1044 ms 
2018-02-22 17:27:11,339 [  74412]   INFO - ellij.project.impl.ProjectImpl - 154 project components initialized in 3062 ms 
2018-02-22 17:27:11,449 [  74522]   INFO - ij.components.ComponentManager - com.intellij.openapi.roots.impl.ModuleRootManagerComponent initialized in 66 ms 
2018-02-22 17:27:11,475 [  74548]   INFO - ij.components.ComponentManager - com.android.tools.idea.uibuilder.palette.NlPaletteModel initialized in 18 ms 
2018-02-22 17:27:11,484 [  74557]   INFO - le.impl.ModuleManagerComponent - 1 module(s) loaded in 144 ms 
2018-02-22 17:27:11,586 [  74659]   INFO - j.ide.script.IdeStartupScripts - 0 startup script(s) found 
2018-02-22 17:27:11,716 [  74789]   WARN - j.ui.mac.MacMainFrameDecorator - no url bundle present. 
To use platform protocol handler to open external links specify required protocols in the mac app layout section of the build file
Example: args.urlSchemes = ["your-protocol"] will handle following links: your-protocol://open?file=file&line=line 
2018-02-22 17:27:12,166 [  75239]   INFO - ntellij.internal.IconsLoadTime - PNG load time: total=118.51ms, average=1.19ms, median=0.67ms; number of icons: 100 
2018-02-22 17:27:12,772 [  75845]   INFO - CompilerBackwardReferenceIndex - backward reference index version differ due to: class java.io.FileNotFoundException 
2018-02-22 17:27:13,281 [  76354]   INFO - ntellij.internal.IconsLoadTime - PNG load time: ide_startup=155.13ms, average=1.13ms, median=0.30ms; number of icons: 137 
2018-02-22 17:27:13,287 [  76360]   INFO - penapi.project.DumbServiceImpl - Running dumb mode task: com.intellij.util.indexing.UnindexedFilesUpdater@5a37a8ef 
2018-02-22 17:27:13,388 [  76461]   INFO - .diagnostic.PerformanceWatcher - Pushing properties took 93ms; general responsiveness: ok; EDT responsiveness: ok 
2018-02-22 17:27:14,376 [  77449]   INFO - rojectCodeStyleSettingsManager - Initialized from default code style settings. 
2018-02-22 17:27:14,714 [  77787]   INFO - .diagnostic.PerformanceWatcher - Indexable file iteration took 1324ms; general responsiveness: ok; EDT responsiveness: 1/1 sluggish 
2018-02-22 17:27:14,716 [  77789]   INFO - indexing.UnindexedFilesUpdater - Unindexed files update started: 221 files to update 
2018-02-22 17:27:17,484 [  80557]   INFO - tartup.impl.StartupManagerImpl - OpenFilesActivity run in 4198ms under project opening modal progress 
2018-02-22 17:27:17,756 [  80829]   INFO - ge.ExternalProjectsDataStorage - Loaded external projects data in 85 millis 
2018-02-22 17:27:17,760 [  80833]   INFO - tartup.impl.StartupManagerImpl - ExternalSystemStartupActivity run in 250ms under project opening modal progress 
2018-02-22 17:27:17,828 [  80901]   INFO - .diagnostic.PerformanceWatcher - Post-startup activities under progress took 4611ms; general responsiveness: ok; EDT responsiveness: 1/5 sluggish, 3/5 very slow 
2018-02-22 17:27:19,826 [  82899]   INFO - .diagnostic.PerformanceWatcher - Unindexed files update took 5110ms; general responsiveness: ok; EDT responsiveness: 0/5 sluggish, 4/5 very slow 
2018-02-22 17:27:20,298 [  83371]   INFO - penapi.project.DumbServiceImpl - Running dumb mode task: initial refresh 
2018-02-22 17:27:20,813 [  83886]   INFO - tartup.impl.StartupManagerImpl - /work/priv/python/python-tests/.idea case-sensitivity: expected=false actual=false 
2018-02-22 17:27:20,844 [  83917]   INFO - pl.projectlevelman.NewMappings - VCS Root: [] - [<Project>] 
2018-02-22 17:27:21,387 [  84460]  ERROR - jediterm.terminal.TerminalMode - Mode EightBitInput is not implemented, setting to true 
2018-02-22 17:27:21,549 [  84622]   INFO - penapi.project.DumbServiceImpl - updateFinished 
2018-02-22 17:27:21,553 [  84626]   INFO - g.FileBasedIndexProjectHandler - Has changed files: false; project=Project '/work/priv/python/python-tests' python-tests 
2018-02-22 17:27:21,838 [  84911]   INFO - tartup.impl.StartupManagerImpl - Some post-startup activities freeze UI for noticeable time. Please consider making them DumbAware to do them in background under modal progress, or just making them faster to speed up project opening. 
2018-02-22 17:27:21,838 [  84911]   INFO - tartup.impl.StartupManagerImpl - ProjectInspectionProfileStartUpActivity run in 278ms on UI thread 
2018-02-22 17:27:22,102 [  85175]   INFO - tartup.impl.StartupManagerImpl - GradleStartupActivity run in 160ms on UI thread 
2018-02-22 17:27:22,507 [  85580]   INFO - tor.impl.FileEditorManagerImpl - Project opening took 14282 ms 
2018-02-22 17:27:22,508 [  85581]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.kotlin loaded 2278 classes 
2018-02-22 17:27:22,508 [  85581]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.android loaded 1359 classes 
2018-02-22 17:27:22,508 [  85581]   INFO - llij.ide.plugins.PluginManager - org.intellij.groovy loaded 562 classes 
